Protein,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality
Q96RQ9,2,0.000109733,0,0.263185354,0.00106032
Q9Y6F6-3,4,0.000219467,3.26E-06,0.273230909,0.002677654
Q9Y691,2,0.000109733,9.47E-07,0.279795237,0.001916524
A0A384DVV8,5,0.000274333,1.57E-05,0.288106804,0.004043128
P04180,2,0.000109733,2.35E-06,0.257229784,0.000822117
Q6Q4G3-4,2,0.000109733,1.51E-07,0.263153826,0.001635955
Q9H063,5,0.000274333,6.96E-05,0.284046207,0.002106456
Q96M61,12,0.0006584,5.68E-05,0.300722785,0.004385755
P52564,6,0.0003292,0.000171546,0.277261435,0.001842559
O95243-2,5,0.000274333,4.80E-05,0.285101456,0.002902113
O15068-4,1,5.49E-05,0,0.255710194,0.000804503
Q86VF5-3,4,0.000219467,3.26E-06,0.273230909,0.002677654
Q9Y2R5,2,0.000109733,1.51E-07,0.263153826,0.001635955
Q8N5Y2,1,5.49E-05,0,0.255710194,0.000804503
Q9H1R3,7,0.000384067,0.000355445,0.275306871,0.001771625
Q969V3,3,0.0001646,2.79E-06,0.284662738,0.002843163
Q99608,10,0.000548667,0.000157201,0.290809995,0.003839832
Q9P032,4,0.000219467,7.49E-06,0.264843252,0.001717844
Q96AM0,3,0.0001646,1.83E-06,0.284078348,0.002747975
Q6IAD4,3,0.0001646,1.73E-06,0.279332721,0.002001169
O15130-2,6,0.0003292,1.48E-05,0.284400156,0.00237962
Q9NZJ9,4,0.000219467,8.59E-06,0.282966844,0.002423823
Q9BWI9,5,0.000274333,4.86E-06,0.277945512,0.004140762
Q9H361,3,0.0001646,3.43E-06,0.263912582,0.001223064
O75781-2,3,0.0001646,7.02E-07,0.263678957,0.001717973
Q9NP74,6,0.0003292,1.08E-05,0.280653148,0.002111712
Q9Y5G3-2,2,0.000109733,9.47E-07,0.279795237,0.001916524
Q9BZM1,2,0.000109733,1.51E-07,0.263153826,0.001635955
P06746,4,0.000219467,1.57E-05,0.256598803,0.000823471
P09565,6,0.0003292,9.07E-06,0.274906359,0.002701722
Q8NI37,7,0.000384067,3.06E-05,0.276907568,0.002762789
P25788-2,2,0.000109733,3.59E-07,0.257614395,0.00088358
Q16401,8,0.000438933,4.99E-05,0.264218105,0.001084427
Q8TBK9,2,0.000109733,1.51E-07,0.263153826,0.001635955
Q15907,13,0.000713267,0.000107387,0.290420724,0.003807533
Q7Z6E9-3,2,0.000109733,3.59E-07,0.257614395,0.00088358
Q8NDT2-2,4,0.000219467,4.27E-06,0.269431497,0.001604466
Q9H871,6,0.0003292,9.03E-05,0.277703946,0.00231165
Q9NTX7-2,5,0.000274333,8.42E-06,0.275600458,0.002033035
Q8IYW5,9,0.0004938,0.000201558,0.270069136,0.001914042
Q9H0F5-2,4,0.000219467,2.91E-06,0.285050588,0.00262698
P39023,1,5.49E-05,0,0.255710194,0.000804503
P62979,17,0.000932733,6.02E-05,0.297515428,0.005391525
P25815,18,0.0009876,0.000434301,0.294050679,0.003317166
P16581,3,0.0001646,1.37E-06,0.272743254,0.001985512
Q9H4L4,8,0.000438933,0.000268432,0.27889386,0.00198226
O14796-2,1,5.49E-05,0,0.255710194,0.000804503
Q13183,3,0.0001646,1.13E-05,0.262109814,0.000910336
O15403,1,5.49E-05,0,0.255710194,0.000804503
Q86UG4-2,1,5.49E-05,0,0.255710194,0.000804503
O94933,1,5.49E-05,0,0.255710194,0.000804503
P53814-5,2,0.000109733,0.000107752,0.255717636,0.000804633
P20155,8,0.000438933,0.00015282,0.274605666,0.005134279
Q8NEQ6,9,0.0004938,0.00011823,0.268529893,0.00206956
A1L378,4,0.000219467,3.10E-06,0.286809068,0.003007181
Q08AL9,3,0.0001646,8.62E-07,0.269043766,0.00181774
Q9BQG1,7,0.000384067,2.42E-05,0.284944286,0.002885622
P62380,7,0.000384067,1.79E-05,0.273273396,0.002706399
Q9BTF0,2,0.000109733,1.81E-05,0.256962741,0.000817082
A0AVI4-2,3,0.0001646,5.48E-07,0.259309727,0.001294622
Q53NU3,15,0.000823,5.41E-05,0.289903313,0.005366102
Q9BVS5,4,0.000219467,4.92E-05,0.267895409,0.001850357
Q96Q11-3,2,0.000109733,1.51E-07,0.263153826,0.001635955
Q99614,7,0.000384067,3.31E-05,0.285769043,0.003243496
Q96B65,2,0.000109733,3.59E-07,0.257614395,0.00088358
A2RRA6,1,5.49E-05,0,0.255710194,0.000804503
Q5W0Z9-4,3,0.0001646,1.34E-06,0.260296806,0.001358819
Q9NTW7,16,0.000877867,9.42E-05,0.292304628,0.006839346
P52744,18,0.0009876,0.000250426,0.302696249,0.010557199
Q9UK10,1,5.49E-05,0,0.255710194,0.000804503
Q16600,9,0.0004938,1.70E-05,0.284764216,0.005916733
Q9NR11-2,8,0.000438933,2.30E-05,0.289478312,0.004251768
Q96I27-2,4,0.000219467,1.98E-06,0.277787349,0.004140618
Q5TEC3,6,0.0003292,4.53E-06,0.285810871,0.003160625
Q3KP31,2,0.000109733,1.51E-07,0.263153826,0.001635955
Q9BQ29,8,0.000438933,2.46E-05,0.271924535,0.001522432
O76031,2,0.000109733,0.000107752,0.235525073,0.000114292
PRO_0000005516 [Q16740],1,5.49E-05,0,0.189963884,1.45E-06
O76036,6,0.0003292,0.000122114,0.25237221,0.000555156
PRO_0000035863 [P27918],1,5.49E-05,0,0.200773884,7.04E-06
O76039,3,0.0001646,0.000108939,0.255431445,0.001454766
P50452,1,5.49E-05,0,0.20270527,1.84E-05
Q15027,13,0.000713267,2.73E-05,0.274143028,0.002866894
Q9Y6D9,55,0.003017667,0.000431807,0.295668408,0.014938626
O76050,1,5.49E-05,0,0.238126026,0.000117152
Q8IVM0,6,0.0003292,5.45E-06,0.259873402,0.000558393
Q5QJE6,4,0.000219467,1.44E-06,0.264907127,0.001804087
Q96CD2,13,0.000713267,5.55E-05,0.280693492,0.00247587
O76070,1,5.49E-05,0,0.234547477,0.000110613
Q6NX55,1,5.49E-05,0,0.214520383,2.65E-05
P18074,6,0.0003292,1.44E-05,0.238055062,0.000203964
Q96T76,6,0.0003292,0.000217169,0.230807828,0.000117821
Q96T76-8,1,5.49E-05,0,0.214520383,2.65E-05
Q8WXG1,6,0.0003292,1.16E-05,0.242921857,0.000181339
Q9Y6M7,2,0.000109733,1.72E-07,0.229051011,0.000427659
O95985,17,0.000932733,0.000203448,0.277086573,0.007335899
O76074,2,0.000109733,8.50E-07,0.247645832,0.000516508
O76076,1,5.49E-05,0,0.249095531,0.001289889
O76080,2,0.000109733,2.71E-06,0.236596823,7.95E-05
Q12798,5,0.000274333,2.15E-06,0.233283406,0.000152779
P49286,4,0.000219467,8.77E-06,0.229709677,0.000296424
Q9NQS3,21,0.0011522,8.10E-05,0.274575633,0.013016013
Q9NWL9,13,0.000713267,8.10E-06,0.271227873,0.00868443
P04899,15,0.000823,0.000567712,0.275587493,0.007135343
I3WAC9,2,0.000109733,1.57E-07,0.24575842,0.000737157
Q86SG6,14,0.000768133,7.97E-05,0.295459631,0.006565625
Q01581,1,5.49E-05,0,0.207440436,6.29E-05
O76083,37,0.002030067,0.000479081,0.298075559,0.017332439
P49759,15,0.000823,4.14E-05,0.277419,0.003603924
Q8NAJ2,3,0.0001646,0.000108152,0.238782831,0.000339244
Q9BRA0,6,0.0003292,7.29E-05,0.250966638,0.000798987
Q96FC7-2,1,5.49E-05,0,0.228666547,0.000219625
P49888,2,0.000109733,0,0.228809453,0.000393904
Q9Y260,9,0.0004938,3.61E-06,0.272476841,0.007605743
Q15051-2,9,0.0004938,2.23E-05,0.267446946,0.002166436
O76090,1,5.49E-05,0,0.206577238,2.14E-05
Q9UHB9,4,0.000219467,0.000159116,0.25233235,0.000324273
O76096,1,5.49E-05,0,0.204025481,1.80E-05
P53634,3,0.0001646,0.000107769,0.257531343,0.001419466
O94761,1,5.49E-05,0,0.234547477,0.000110613
O94762,2,0.000109733,0,0.207025007,9.31E-06
O94762-1,2,0.000109733,0,0.207025007,9.31E-06
P35269,5,0.000274333,0.000117868,0.203781802,8.52E-06
P13984,7,0.000384067,0.000234948,0.245834051,0.000561855
P19388,15,0.000823,0.000108618,0.273566918,0.002721705
P30561,1,5.49E-05,0,0.189131812,1.22E-06
P19785,2,0.000109733,1.46E-06,0.214837702,2.92E-05
O94766,1,5.49E-05,0,0.188188026,1.10E-06
Q9H5K3,7,0.000384067,0.000218294,0.23280132,8.62E-05
Q16576,5,0.000274333,0.000110709,0.235844311,9.59E-05
Q17R98,6,0.0003292,1.65E-05,0.23887371,0.000236151
O94777,4,0.000219467,0.000105154,0.188149745,1.24E-06
P37287,5,0.000274333,0.000252756,0.208120923,1.36E-05
Q92535,2,0.000109733,0,0.157899862,1.84E-08
Q9BRB3,4,0.000219467,1.33E-05,0.172679507,1.92E-07
O94782,2,0.000109733,6.02E-09,0.000109733,1.16E-29
Q8TAF3,1,5.49E-05,0,7.32E-05,8.23E-30
Q8TAF3-1,1,5.49E-05,0,7.32E-05,8.23E-30
O94806,2,0.000109733,4.20E-07,0.234222372,0.000159807
P63027,30,0.001646,0.00054004,0.273937911,0.001483958
O94808,2,0.000109733,0.000107752,0.208133247,6.74E-06
Q06210,1,5.49E-05,0,0.171734539,8.55E-08
O94811,5,0.000274333,6.67E-05,0.252724249,0.000404112
Q02539,5,0.000274333,0.000114308,0.218848084,4.04E-05
Q8NC26,10,0.000548667,4.27E-05,0.25248461,0.000946825
O94813,1,5.49E-05,0,0.178587865,2.28E-07
Q9NT62,8,0.000438933,3.29E-05,0.253628789,0.000312493
Q9UHV2,27,0.0014814,0.000170477,0.294188507,0.006228072
O94818,13,0.000713267,9.87E-05,0.272156146,0.002018967
Q8IX90,3,0.0001646,3.12E-07,0.216627905,4.54E-05
O75971-2,28,0.001536267,0.000141544,0.281507318,0.00442386
Q8NA42,8,0.000438933,4.76E-06,0.266066204,0.003960235
O94822,3,0.0001646,2.74E-06,0.217267992,1.58E-05
O94823,1,5.49E-05,0,5.49E-05,3.26E-31
Q9NV96-1,1,5.49E-05,0,5.49E-05,3.26E-31
O94826,3,0.0001646,7.63E-06,0.232394954,6.80E-05
P0DTD2,2,0.000109733,1.71E-06,0.230862405,9.42E-05
P59636,2,0.000109733,1.87E-06,0.221988465,3.13E-05
O94827,3,0.0001646,1.26E-06,0.228494108,0.000106563
O94829,12,0.0006584,0.000145274,0.26957615,0.002009188
Q15699,17,0.000932733,0.00056801,0.264875186,0.001352157
Q6RFH8,2,0.000109733,1.73E-06,0.2179416,2.85E-05
P23760-8,3,0.0001646,6.97E-07,0.250390944,0.001193238
O94832,1,5.49E-05,0,5.49E-05,3.26E-31
P43251,1,5.49E-05,0,5.49E-05,3.26E-31
O94842,13,0.000713267,2.24E-05,0.268144751,0.00223616
Q8WXD5,13,0.000713267,0.000104238,0.253533655,0.000597289
O94850,2,0.000109733,7.01E-06,0.228200372,0.000123928
O88382,3,0.0001646,3.76E-06,0.21627866,2.29E-05
O94851,8,0.000438933,1.24E-05,0.290559973,0.002957123
O94855,4,0.000219467,1.33E-06,0.245223454,0.000224733
O94856,2,0.000109733,5.89E-09,0.244313224,0.000608024
O94868,39,0.0021398,0.000334767,0.298045228,0.014455975
Q9NUQ8,2,0.000109733,9.42E-08,0.25160981,0.001252418
Q62915,1,5.49E-05,0,0.228648697,0.000183262
Q6UVJ0,10,0.000548667,8.47E-05,0.27751976,0.002053236
O94874,3,0.0001646,7.73E-07,0.217359358,2.64E-05
Q96HY6,2,0.000109733,1.03E-05,0.231778888,5.60E-05
V9HW98,2,0.000109733,1.76E-08,0.226313714,7.75E-05
Q8WX93,4,0.000219467,4.27E-06,0.245734365,0.000425591
O94880,1,5.49E-05,0,7.32E-05,8.23E-30
O95239,2,0.000109733,6.02E-09,0.000109733,1.16E-29
O94885,1,5.49E-05,0,0.23640268,9.64E-05
Q6UXS0,1,5.49E-05,0,0.225425401,7.33E-05
Q13617,11,0.000603533,0.000283908,0.255840486,0.000316753
Q13619,7,0.000384067,6.59E-05,0.269200374,0.000880534
Q13620,8,0.000438933,4.66E-05,0.258140378,0.000601635
Q15843,19,0.001042467,0.000244809,0.273128993,0.001057165
Q8ND25,8,0.000438933,3.58E-06,0.251196221,0.000521789
Q9WTX6,2,0.000109733,0,0.244258893,0.000173059
P26641-2,6,0.0003292,1.78E-05,0.230139845,8.50E-05
O94892,1,5.49E-05,0,0.214491582,4.86E-05
Q9UHG0,29,0.001591134,0.000970271,0.274434137,0.003830924
O94898,2,0.000109733,6.07E-07,0.248426497,0.000184358
O94900,7,0.000384067,7.30E-06,0.262976624,0.001962466
Q96MA1,9,0.0004938,2.39E-06,0.270243562,0.004889132
O94901,8,0.000438933,0.000146983,0.248714797,0.000408807
Q12912,1,5.49E-05,0,0.198452248,5.19E-06
Q8NF91,5,0.000274333,1.56E-05,0.252742422,0.00051525
Q8NF91-1,2,0.000109733,6.58E-08,0.208545715,1.52E-05
Q8WXH0-1,3,0.0001646,6.58E-08,0.235866468,0.000216876
Q9BVT8,7,0.000384067,0.000109058,0.260845425,0.000567729
Q69YN4,3,0.0001646,6.99E-06,0.241975282,0.000128334
Q96MU8,1,5.49E-05,0,0.196402942,1.27E-05
O94913,1,5.49E-05,0,0.21102232,2.21E-05
O94915,4,0.000219467,5.42E-06,0.253055407,0.001106616
O94916,4,0.000219467,1.12E-05,0.239792856,0.000130515
Q92841,20,0.001097333,0.000259128,0.290848498,0.004430957
P17844,27,0.0014814,0.000642378,0.274143028,0.001112153
O94919,1,5.49E-05,0,0.219011725,3.54E-05
O94921,8,0.000438933,2.38E-05,0.263516851,0.000639247
Q8ND76,4,0.000219467,2.72E-06,0.232312009,6.60E-05
O94927,1,5.49E-05,0,0.196607286,6.87E-06
Q7Z4H7,8,0.000438933,0.000246825,0.245823735,0.000541983
O94929,12,0.0006584,2.98E-05,0.278139067,0.005004814
Q53FT3,4,0.000219467,5.05E-07,0.229685659,0.000195436
O94941,4,0.000219467,7.25E-06,0.26621533,0.001224939
P24408,1,5.49E-05,0,0.212934847,5.17E-05
O94964,13,0.000713267,4.86E-06,0.27303988,0.00465312
Q92753-1,16,0.000877867,1.59E-05,0.279661662,0.007824737
O94966,1,5.49E-05,0,0.231659731,5.56E-05
O94967,2,0.000109733,1.36E-07,0.233385642,0.00019432
P56279,42,0.0023044,0.000723526,0.305156083,0.012973507
Q86Y33,24,0.0013168,0.000124142,0.291683632,0.013730935
P53618,10,0.000548667,0.000131731,0.278526988,0.002090761
A8K932,11,0.000603533,1.46E-05,0.268981998,0.005341197
O94973,4,0.000219467,0.000121533,0.206640393,1.15E-05
P98078,6,0.0003292,0.000377215,0.259957973,0.000879032
Q61743,1,5.49E-05,0,0.170716897,1.46E-07
Q96KG9,8,0.000438933,1.53E-05,0.271093987,0.002630303
P55735-1,1,5.49E-05,0,0.204417057,1.38E-05
O94983,10,0.000548667,0.000123849,0.254584077,0.000494153
P42582,1,5.49E-05,0,0.202171259,6.26E-06
B4DJ51,6,0.0003292,1.02E-05,0.238009925,0.000164915
O94985,13,0.000713267,0.000996898,0.27348603,0.001123434
Q99767,5,0.000274333,2.96E-05,0.267235468,0.000552915
Q8CD76,1,5.49E-05,0,0.213911981,1.43E-05
Q9Y6R0,8,0.000438933,3.45E-05,0.261462475,0.000449734
Q91YS4,2,0.000109733,0.000754014,0.21394844,1.43E-05
Q9HCE1,12,0.0006584,0.000249421,0.251447809,0.000690253
Q66GS9,11,0.000603533,0.000226586,0.250376675,0.000716828
O94989,6,0.0003292,8.49E-06,0.269799635,0.001671126
Q13976-2,4,0.000219467,4.46E-07,0.250776832,0.000837166
O94991,3,0.0001646,1.53E-08,0.229799788,0.000379407
Q4G0J3,6,0.0003292,0.000124946,0.242506193,0.00010823
Q15554,35,0.001920334,0.001455516,0.291833787,0.003518317
Q01543,5,0.000274333,6.84E-06,0.253764296,0.000647219
O95045,7,0.000384067,2.08E-05,0.278960266,0.002531886
A0A0S2Z6U5,2,0.000109733,0,0.244558013,0.000232222
O95045-2,4,0.000219467,1.27E-06,0.27002349,0.001536078
O95049,1,5.49E-05,0,0.187713641,1.19E-06
K9N5R3,2,0.000109733,0.000107752,0.232075785,9.39E-05
O95050,1,5.49E-05,0,0.237142764,0.000138695
Q8NI08,8,0.000438933,4.85E-05,0.244506975,0.000247177
P52306-5,11,0.000603533,5.90E-05,0.245309029,0.000348669
O95707,5,0.000274333,6.02E-06,0.233286503,0.000178294
P78346,3,0.0001646,7.29E-07,0.242359042,0.000301995
G5E9M4,4,0.000219467,1.84E-06,0.234807584,0.000173225
O95067,3,0.0001646,3.10E-06,0.251102902,0.000412555
P24941,32,0.001755734,0.00066668,0.274781707,0.002255794
Q96F85,2,0.000109733,5.33E-07,0.241257757,0.000129455
Q15828,2,0.000109733,2.64E-05,0.236504486,8.93E-05
P48449,7,0.000384067,1.33E-05,0.253255978,0.000381271
Q96C03-3,25,0.001371667,0.000148467,0.279746244,0.001811891
Q03111,3,0.0001646,2.20E-05,0.241808809,0.000136163
Q15800,14,0.000768133,7.09E-06,0.246738348,0.000321485
P30405,20,0.001097333,0.000383741,0.294795498,0.003010397
Q8IWT1,1,5.49E-05,0,0.236491755,8.92E-05
Q9Y5X0,10,0.000548667,2.09E-05,0.272768654,0.002239303
Q9HCH5-13,3,0.0001646,3.50E-06,0.269919807,0.0013352
P0DP42,1,5.49E-05,0,0.236491755,8.92E-05
Q96P53,5,0.000274333,1.16E-05,0.25058374,0.000274815
Q969W1,2,0.000109733,4.03E-07,0.238055062,0.000101277
O95071,4,0.000219467,0.00011163,0.246302628,0.000160856
Q9ULT0,1,5.49E-05,0,0.196913497,2.04E-06
O95072,2,0.000109733,0,0.243629063,0.000146719
O95073,12,0.0006584,5.01E-05,0.289516463,0.003785377
Q9H614,10,0.000548667,6.19E-06,0.272189868,0.003291141
Q9NP31,20,0.001097333,0.000161289,0.273494543,0.001709802
O95125,20,0.001097333,0.000101801,0.289611885,0.008036941
P49903,9,0.0004938,0.000109117,0.254418224,0.001018977
O95136,2,0.000109733,0.000107752,0.226620143,0.000298893
P16144,41,0.002249534,0.000830523,0.294597828,0.023588759
Q9JK11-1,1,5.49E-05,0,0.184128272,3.79E-06
O95139,1,5.49E-05,0,0.226211755,7.14E-05
Q8IWA4,2,0.000109733,1.04E-06,0.224475199,3.43E-05
O95147,1,5.49E-05,0,0.236529951,0.000497889
Q6P5F9,4,0.000219467,3.81E-05,0.247715646,0.000266603
Q9H013,3,0.0001646,1.04E-05,0.227423698,6.74E-05
O95155,3,0.0001646,0.000108619,0.23026046,8.40E-05
P61077-1,1,5.49E-05,0,0.186524219,1.07E-06
Q9HC36,15,0.000823,8.94E-05,0.262874349,0.000827998
Q8NHU3,6,0.0003292,2.18E-07,0.237765195,0.000175523
O95163,3,0.0001646,0.00015689,0.272038186,0.001114214
Q9H9T3,1,5.49E-05,0,0.213025187,1.41E-05
Q15306,6,0.0003292,0.000100242,0.234547477,0.000158792
Q2TAZ0,8,0.000438933,0.000352009,0.268677687,0.001460661
Q9Y4P1,7,0.000384067,5.70E-05,0.24441516,0.000254615
O95352,10,0.000548667,0.000100065,0.270089889,0.000803405
Q9H0S4,1,5.49E-05,0,0.210544499,1.05E-05
Q8WXU2,8,0.000438933,1.95E-05,0.258295935,0.00058837
Q8TF40,6,0.0003292,0.000438036,0.229613636,9.30E-05
P18507-2,1,5.49E-05,0,0.210544499,1.05E-05
P40939,6,0.0003292,5.97E-05,0.277410242,0.00132458
Q86V97,7,0.000384067,8.74E-06,0.25209707,0.000311798
Q8WVZ9,15,0.000823,0.00031079,0.277554825,0.001825268
Q86YT6,5,0.000274333,6.80E-06,0.236730681,0.000137917
Q14596,16,0.000877867,0.000152521,0.285518332,0.001771148
Q8TD19,11,0.000603533,9.12E-05,0.272324839,0.001023986
Q92636,7,0.000384067,0.000133513,0.247001909,0.000177657
Q9Y4G2,9,0.0004938,3.85E-05,0.229802793,6.09E-05
Q8WWW0,34,0.001865467,0.000711772,0.304263211,0.008525653
Q99442,1,5.49E-05,0,0.210544499,1.05E-05
O95210,5,0.000274333,1.59E-05,0.25131117,0.000344596
Q13188,29,0.001591134,0.000457294,0.281674261,0.00240598
Q13043,26,0.001426534,0.0006053,0.278876158,0.00198644
Q8TC07,9,0.0004938,2.38E-05,0.264381075,0.001065241
Q9UPU7,5,0.000274333,1.48E-06,0.243764236,0.000240966
Q96A56,6,0.0003292,3.08E-05,0.243093229,0.000257854
Q9GZZ9,6,0.0003292,4.57E-06,0.24475897,0.000250605
Q9Z2F7,5,0.000274333,1.51E-06,0.243487293,0.000224999
O95167,17,0.000932733,7.17E-06,0.25459883,0.000498823
O95171,6,0.0003292,5.12E-06,0.267471369,0.003885889
O95182,4,0.000219467,3.35E-06,0.251685483,0.000603289
P55060,7,0.000384067,0.000112575,0.258843769,0.000335372
P60508,20,0.001097333,3.12E-05,0.256228423,0.000680207
Q96HH9,11,0.000603533,8.81E-05,0.264975029,0.000791436
Q96RD7,13,0.000713267,0.00011199,0.238390901,0.000211361
Q99523,30,0.001646,0.001318261,0.268001629,0.001253711
Q9NYW4,6,0.0003292,5.11E-07,0.22569464,0.0001112
Q9Y279,4,0.000219467,2.15E-05,0.240429294,0.000186213
O95185,1,5.49E-05,0,0.192481422,1.56E-06
Q13509,3,0.0001646,0.000108287,0.239407389,0.000122646
O95196,3,0.0001646,0.000107806,0.231163038,5.56E-05
Q8BH60,1,5.49E-05,0,0.187116044,7.08E-07
Q9Y5P4,15,0.000823,0.000154662,0.259888775,0.000518276
Q6IQ43,5,0.000274333,1.13E-06,0.245926936,0.000378859
P56817-1,2,0.000109733,0,0.215126989,1.61E-05
Q96LZ7,17,0.000932733,3.81E-05,0.256034307,0.000757969
Q9NQC3-5,1,5.49E-05,0,0.204443216,6.43E-06
P50895,6,0.0003292,1.14E-05,0.255926178,0.00360253
Q86WV7,2,0.000109733,1.46E-07,0.238403837,0.000173508
Q96MW1,2,0.000109733,1.11E-06,0.231519344,8.31E-05
Q9HCG8,5,0.000274333,0.000108597,0.240153309,0.000288885
Q96EY4,6,0.0003292,8.04E-05,0.280828055,0.002353918
Q5TZN3,2,0.000109733,9.92E-07,0.225159688,6.61E-05
Q9NRR5,11,0.000603533,0.00012931,0.273861072,0.001462675
O95202,3,0.0001646,1.25E-06,0.250305353,0.001144276
O95208,32,0.001755734,0.000246957,0.289759915,0.004764074
Q8TBH0,3,0.0001646,2.00E-07,0.241822119,0.000771526
Q9BWQ8,3,0.0001646,2.55E-06,0.226707846,0.000122321
Q8IYD8,5,0.000274333,0.000220111,0.252480983,0.001196596
Q16655,4,0.000219467,3.22E-06,0.23621203,0.000170892
Q86T03,12,0.0006584,3.41E-05,0.272405041,0.00221915
P52888,4,0.000219467,4.32E-06,0.249633359,0.000379766
P62987,22,0.001207067,5.65E-05,0.283281571,0.003609068
Q92838,22,0.001207067,0.00010198,0.247217337,0.000490876
Q8WVP7,1,5.49E-05,0,0.228061185,6.09E-05
P21757,9,0.0004938,0.000150251,0.242061939,0.000206548
Q8TEZ7,3,0.0001646,1.47E-06,0.25118545,0.000395351
Q9BWM7,19,0.001042467,0.000248867,0.290396729,0.002358496
Q96AG3,15,0.000823,5.46E-05,0.262560155,0.000886752
A0AVG3,25,0.001371667,8.81E-05,0.262266279,0.00105049
A6NH52,3,0.0001646,2.96E-06,0.239577103,0.00016603
O95218,4,0.000219467,8.08E-06,0.243970664,0.000168785
Q5VWJ9,1,5.49E-05,0,0.19975833,5.26E-06
Q9UNH6-3,3,0.0001646,3.50E-06,0.25018776,0.000752332
Q12934-2,10,0.000548667,3.00E-06,0.268603769,0.004063617
Q9UKZ9,1,5.49E-05,0,0.216188201,5.74E-05
P07498,5,0.000274333,9.37E-06,0.268157026,0.001771612
A4D0Q3,4,0.000219467,1.73E-06,0.250262579,0.000802263
Q8N1E2,3,0.0001646,6.29E-06,0.277375214,0.001446696
Q9BRT3,13,0.000713267,3.42E-05,0.277353326,0.003670888
Q9BZM2-2,2,0.000109733,5.13E-08,0.241211398,0.000385418
Q7Z782,2,0.000109733,1.76E-08,0.240475353,0.000521681
Q6RSH7,5,0.000274333,6.43E-07,0.257252376,0.001791972
O95232,1,5.49E-05,0,0.225162573,0.000153026
O95235,1,5.49E-05,0,0.234675892,0.000386272
O95236,25,0.001371667,4.36E-05,0.255386901,0.000691078
P36383,6,0.0003292,3.81E-05,0.261019766,0.001003805
Q16585,20,0.001097333,6.20E-05,0.260555373,0.000742555
Q15758,6,0.0003292,2.14E-06,0.242952082,0.00018309
O95237,4,0.000219467,8.36E-06,0.234691562,0.000165994
O60361,5,0.000274333,0.000109445,0.228339728,4.20E-05
O95238,11,0.000603533,9.53E-06,0.269923953,0.003588964
P20674,8,0.000438933,5.69E-05,0.28207664,0.003492644
Q7Z614-3,8,0.000438933,2.07E-05,0.259900305,0.000837513
O94880-1,1,5.49E-05,0,7.32E-05,8.23E-30
O95243,6,0.0003292,5.96E-05,0.286001576,0.002935915
P11245,4,0.000219467,1.23E-06,0.230058501,8.76E-05
O95251,7,0.000384067,1.56E-05,0.262109814,0.000946696
Q9P2H0,7,0.000384067,1.35E-05,0.280760757,0.001890635
Q8TED9,1,5.49E-05,0,0.220639533,6.06E-05
Q9BPX5,4,0.000219467,1.67E-06,0.242553052,0.000390132
Q96MT7,1,5.49E-05,0,0.220639533,6.06E-05
Q8NDB6,6,0.0003292,3.19E-06,0.260200456,0.001421114
Q6IC98,11,0.000603533,3.42E-05,0.276120083,0.003346258
P08949-2,2,0.000109733,2.28E-07,0.234466116,0.000163386
Q9Y3A4,4,0.000219467,8.42E-07,0.25600074,0.001403433
P57060,12,0.0006584,5.84E-05,0.28050532,0.004512256
Q8N3J9,4,0.000219467,5.65E-07,0.242931931,0.000722683
Q0D2J5,2,0.000109733,6.63E-07,0.232644146,0.000183743
Q7L8L6,6,0.0003292,5.48E-05,0.264309503,0.003170138
P02638,2,0.000109733,1.53E-07,0.221568647,3.30E-05
Q9NX46,3,0.0001646,1.12E-06,0.219839115,3.36E-05
Q9HC77,8,0.000438933,8.51E-05,0.243278314,0.000237167
O75367-2,2,0.000109733,6.16E-07,0.218605799,2.52E-05
Q9Y530,4,0.000219467,0.000116835,0.256318114,0.000956521
Q9NTX7,8,0.000438933,5.29E-05,0.278169885,0.002134642
Q9C0C2,5,0.000274333,1.32E-05,0.242790971,0.000320902
Q96PE1-2,1,5.49E-05,0,0.228410954,0.000244098
Q01433,6,0.0003292,8.20E-05,0.265800608,0.001287515
Q9BZE7,5,0.000274333,4.80E-06,0.244912465,0.000543662
Q5I0X4,5,0.000274333,3.33E-05,0.264027566,0.001882516
Q6ZU64-3,1,5.49E-05,0,0.228410954,0.000244098
A0A0S2Z6M9,2,0.000109733,6.19E-07,0.250966638,0.001313253
A0A0S2Z408,1,5.49E-05,0,0.228410954,0.000244098
Q9Y2Q3,4,0.000219467,0.000110607,0.248128354,0.000905427
P09429,14,0.000768133,0.000626514,0.294929076,0.00222986
Q9BYI3,5,0.000274333,1.75E-05,0.271311619,0.002688152
Q6NXR0,3,0.0001646,8.40E-07,0.244479763,0.000567199
P36507,11,0.000603533,0.000157617,0.276672158,0.001367025
Q9P015,5,0.000274333,3.03E-06,0.24145996,0.000650256
Q69YI7,6,0.0003292,0.000119572,0.250519442,0.0004958
P60321,3,0.0001646,2.09E-06,0.232290514,0.000294954
Q9UMY1,1,5.49E-05,0,0.228410954,0.000244098
Q9BSJ6,25,0.001371667,0.000219145,0.288632037,0.008336636
P02689,1,5.49E-05,0,0.228410954,0.000244098
P10826-2,6,0.0003292,1.17E-05,0.254477169,0.000932208
P82980,2,0.000109733,1.77E-06,0.245336425,0.000482852
P46779,5,0.000274333,4.57E-05,0.266542381,0.00066863
